record_id,crop_id,crop_name,category,state,year,month,month_name,period,harvest_arrivals_t,market_supply_t,demand_t,supply_demand_gap_t,gap_pct,status,modal_price_inr_per_qtl,min_price_inr_per_qtl,max_price_inr_per_qtl,data_flag
415,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2019,7,Jul,2019-07,0.0,99515.5,167275.1,-67759.6,-0.41,Shortag e,1160,954,1338,ESTIMATED_ MODEL
416,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2019,8,Aug,2019-08,244215.9,333555.7,167275.1,166280.6,0.99,Surplus,911,776,1012,ESTIMATED_ MODEL
417,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2019,9,Sep,2019-09,242468.4,331881.0,167275.1,164605.9,0.98,Surplus,961,791,1135,ESTIMATED_ MODEL
418,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2019,10,Oct,2019-10,233361.4,323153.5,167275.1,155878.4,0.93,Surplus,975,844,1151,ESTIMATED_ MODEL
419,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2019,11,Nov,2019-11,237960.7,327561.2,167275.1,160286.1,0.96,Surplus,934,778,1121,ESTIMATED_ MODEL
420,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2019,12,Dec,2019-12,243850.8,333205.9,167275.1,165930.8,0.99,Surplus,973,843,1152,ESTIMATED_ MODEL
421,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,1,Jan,2019-01,10815.4,13965.9,6697.5,7268.4,1.09,Surplus,2418,2043,2934,ESTIMATED_ MODEL
422,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,2,Feb,2019-02,10287.5,13460.0,6697.5,6762.5,1.01,Surplus,2497,2163,3044,ESTIMATED_ MODEL
423,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,3,Mar,2019-03,10942.0,14087.2,6697.5,7389.7,1.1,Surplus,2558,2107,2968,ESTIMATED_ MODEL
424,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,4,Apr,2019-04,11457.2,14580.9,6697.5,7883.4,1.18,Surplus,2387,2147,2958,ESTIMATED_ MODEL
425,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,5,May,2019-05,0.0,3601.1,6697.5,-3096.4,-0.46,Shortag e,3188,2819,3756,ESTIMATED_ MODEL
426,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,6,Jun,2019-06,0.0,3601.1,6697.5,-3096.4,-0.46,Shortag e,3203,2591,3886,ESTIMATED_ MODEL
427,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,7,Jul,2019-07,0.0,3601.1,6697.5,-3096.4,-0.46,Shortag e,3114,2749,3791,ESTIMATED_ MODEL
428,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,8,Aug,2019-08,0.0,3601.1,6697.5,-3096.4,-0.46,Shortag e,3218,2586,3686,ESTIMATED_ MODEL
429,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,9,Sep,2019-09,10437.6,13603.8,6697.5,6906.3,1.03,Surplus,2472,2067,2752,ESTIMATED_ MODEL
430,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,10,Oct,2019-10,11108.4,14246.7,6697.5,7549.2,1.13,Surplus,2549,2181,2921,ESTIMATED_ MODEL
431,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,11,Nov,2019-11,10471.0,13635.8,6697.5,6938.3,1.04,Surplus,2494,2106,2968,ESTIMATED_ MODEL
432,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2019,12,Dec,2019-12,10907.5,14054.1,6697.5,7356.6,1.1,Surplus,2487,2218,2921,ESTIMATED_ MODEL
433,C037,Watermelon,Fruit,Tamil Nadu,2019,1,Jan,2019-01,30163.6,31017.9,17848.2,13169.7,0.74,Surplus,1157,1017,1325,ESTIMATED_ MODEL
434,C037,Watermelon,Fruit,Tamil Nadu,2019,2,Feb,2019-02,27930.6,28794.2,17848.2,10946.0,0.61,Surplus,1125,945,1267,ESTIMATED_ MODEL
435,C037,Watermelon,Fruit,Tamil Nadu,2019,3,Mar,2019-03,30438.5,31291.7,17848.2,13443.5,0.75,Surplus,1145,956,1428,ESTIMATED_ MODEL
436,C037,Watermelon,Fruit,Tamil Nadu,2019,4,Apr,2019-04,27610.6,28475.5,23202.6,5272.9,0.23,Surplus,1242,1096,1391,ESTIMATED_ MODEL
437,C037,Watermelon,Fruit,Tamil Nadu,2019,5,May,2019-05,30045.6,30900.3,23202.6,7697.7,0.33,Surplus,1239,1105,1453,ESTIMATED_ MODEL
438,C037,Watermelon,Fruit,Tamil Nadu,2019,6,Jun,2019-06,28528.4,29389.5,17848.2,11541.3,0.65,Surplus,1159,1016,1305,ESTIMATED_ MODEL
439,C037,Watermelon,Fruit,Tamil Nadu,2019,7,Jul,2019-07,30255.8,31109.7,17848.2,13261.5,0.74,Surplus,1133,951,1271,ESTIMATED_ MODEL
440,C037,Watermelon,Fruit,Tamil Nadu,2019,8,Aug,2019-08,0.0,980.0,17848.2,-16868.2,-0.95,Shortag e,1445,1166,1595,ESTIMATED_ MODEL
441,C037,Watermelon,Fruit,Tamil Nadu,2019,9,Sep,2019-09,0.0,980.0,17848.2,-16868.2,-0.95,Shortag e,1427,1279,1688,ESTIMATED_ MODEL
442,C037,Watermelon,Fruit,Tamil Nadu,2019,10,Oct,2019-10,0.0,980.0,17848.2,-16868.2,-0.95,Shortag e,1491,1257,1710,ESTIMATED_ MODEL
443,C037,Watermelon,Fruit,Tamil Nadu,2019,11,Nov,2019-11,0.0,980.0,17848.2,-16868.2,-0.95,Shortag e,1456,1228,1624,ESTIMATED_ MODEL
444,C037,Watermelon,Fruit,Tamil Nadu,2019,12,Dec,2019-12,30221.3,31075.4,17848.2,13227.2,0.74,Surplus,1144,939,1364,ESTIMATED_ MODEL
445,C038,Muskmelon,Fruit,Tamil Nadu,2019,1,Jan,2019-01,7024.9,7237.3,4520.8,2716.5,0.6,Surplus,1995,1643,2237,ESTIMATED_ MODEL
446,C038,Muskmelon,Fruit,Tamil Nadu,2019,2,Feb,2019-02,6945.1,7157.8,4520.8,2637.1,0.58,Surplus,1890,1569,2108,ESTIMATED_ MODEL
447,C038,Muskmelon,Fruit,Tamil Nadu,2019,3,Mar,2019-03,7578.0,7788.1,4520.8,3267.3,0.72,Surplus,1919,1547,2257,ESTIMATED_ MODEL
448,C038,Muskmelon,Fruit,Tamil Nadu,2019,4,Apr,2019-04,7295.7,7506.9,5425.0,2082.0,0.38,Surplus,2066,1820,2463,ESTIMATED_ MODEL
449,C038,Muskmelon,Fruit,Tamil Nadu,2019,5,May,2019-05,6942.3,7155.1,5425.0,1730.1,0.32,Surplus,1998,1723,2356,ESTIMATED_ MODEL
450,C038,Muskmelon,Fruit,Tamil Nadu,2019,6,Jun,2019-06,7766.4,7975.7,4520.8,3454.9,0.76,Surplus,1871,1522,2308,ESTIMATED_ MODEL
451,C038,Muskmelon,Fruit,Tamil Nadu,2019,7,Jul,2019-07,6942.0,7154.7,4520.8,2633.9,0.58,Surplus,1932,1583,2232,ESTIMATED_ MODEL
452,C038,Muskmelon,Fruit,Tamil Nadu,2019,8,Aug,2019-08,0.0,241.7,4520.8,-4279.1,-0.95,Shortag e,2415,2132,2923,ESTIMATED_ MODEL
453,C038,Muskmelon,Fruit,Tamil Nadu,2019,9,Sep,2019-09,0.0,241.7,4520.8,-4279.1,-0.95,Shortag e,2461,1971,2860,ESTIMATED_ MODEL
454,C038,Muskmelon,Fruit,Tamil Nadu,2019,10,Oct,2019-10,0.0,241.7,4520.8,-4279.1,-0.95,Shortag e,2424,1944,2761,ESTIMATED_ MODEL
455,C038,Muskmelon,Fruit,Tamil Nadu,2019,11,Nov,2019-11,0.0,241.7,4520.8,-4279.1,-0.95,Shortag e,2459,2001,2903,ESTIMATED_ MODEL
456,C038,Muskmelon,Fruit,Tamil Nadu,2019,12,Dec,2019-12,7502.6,7713.0,4520.8,3192.2,0.71,Surplus,1863,1493,2117,ESTIMATED_ MODEL
457,C039,Papaya,Fruit,Tamil Nadu,2019,1,Jan,2019-01,24055.5,25116.1,21474.3,3641.8,0.17,Surplus,1654,1385,1917,ESTIMATED_ MODEL
458,C039,Papaya,Fruit,Tamil Nadu,2019,2,Feb,2019-02,24495.8,25554.5,21474.3,4080.2,0.19,Surplus,1647,1447,2032,ESTIMATED_ MODEL
459,C039,Papaya,Fruit,Tamil Nadu,2019,3,Mar,2019-03,23181.6,24245.9,21474.3,2771.6,0.13,Surplus,1713,1505,1965,ESTIMATED_ MODEL
460,C039,Papaya,Fruit,Tamil Nadu,2019,4,Apr,2019-04,22128.3,23196.9,21474.3,1722.6,0.08,Balance d,1698,1433,1933,ESTIMATED_ MODEL
461,C039,Papaya,Fruit,Tamil Nadu,2019,5,May,2019-05,23349.1,24412.6,21474.3,2938.3,0.14,Surplus,1699,1366,2099,ESTIMATED_ MODEL
462,C039,Papaya,Fruit,Tamil Nadu,2019,6,Jun,2019-06,23088.4,24153.0,21474.3,2678.7,0.12,Surplus,1664,1437,1995,ESTIMATED_ MODEL
463,C039,Papaya,Fruit,Tamil Nadu,2019,7,Jul,2019-07,24174.8,25234.9,21474.3,3760.6,0.18,Surplus,1695,1464,2021,ESTIMATED_ MODEL
464,C039,Papaya,Fruit,Tamil Nadu,2019,8,Aug,2019-08,22095.8,23164.5,21474.3,1690.2,0.08,Balance d,1635,1393,1836,ESTIMATED_ MODEL
465,C039,Papaya,Fruit,Tamil Nadu,2019,9,Sep,2019-09,23182.7,24246.9,21474.3,2772.6,0.13,Surplus,1691,1439,2032,ESTIMATED_ MODEL
466,C039,Papaya,Fruit,Tamil Nadu,2019,10,Oct,2019-10,22240.6,23308.7,21474.3,1834.4,0.09,Balance d,1631,1319,1969,ESTIMATED_ MODEL
467,C039,Papaya,Fruit,Tamil Nadu,2019,11,Nov,2019-11,22727.0,23793.2,21474.3,2318.9,0.11,Surplus,1628,1314,1794,ESTIMATED_ MODEL
468,C039,Papaya,Fruit,Tamil Nadu,2019,12,Dec,2019-12,23876.7,24938.0,21474.3,3463.7,0.16,Surplus,1705,1490,1966,ESTIMATED_ MODEL
469,C040,Banana,Fruit,Tamil Nadu,2019,1,Jan,2019-01,320445.6,364902.3,298837.8,66064.5,0.22,Surplus,2434,2134,2905,ESTIMATED_ MODEL
470,C040,Banana,Fruit,Tamil Nadu,2019,2,Feb,2019-02,337086.6,381335.2,271670.7,109664.5,0.4,Surplus,2377,1950,2658,ESTIMATED_ MODEL
471,C040,Banana,Fruit,Tamil Nadu,2019,3,Mar,2019-03,332650.5,376954.5,271670.7,105283.8,0.39,Surplus,2419,2122,2894,ESTIMATED_ MODEL
472,C040,Banana,Fruit,Tamil Nadu,2019,4,Apr,2019-04,314003.6,358540.7,271670.7,86870.0,0.32,Surplus,2432,1956,3028,ESTIMATED_ MODEL
473,C040,Banana,Fruit,Tamil Nadu,2019,5,May,2019-05,313569.4,358112.0,271670.7,86441.3,0.32,Surplus,2473,2051,3085,ESTIMATED_ MODEL
474,C040,Banana,Fruit,Tamil Nadu,2019,6,Jun,2019-06,310604.5,355184.2,271670.7,83513.4,0.31,Surplus,2448,2100,2967,ESTIMATED_ MODEL
475,C040,Banana,Fruit,Tamil Nadu,2019,7,Jul,2019-07,332608.6,376913.2,271670.7,105242.5,0.39,Surplus,2449,2120,2741,ESTIMATED_ MODEL
476,C040,Banana,Fruit,Tamil Nadu,2019,8,Aug,2019-08,336684.0,380937.7,271670.7,109266.9,0.4,Surplus,2371,2117,2688,ESTIMATED_ MODEL
477,C040,Banana,Fruit,Tamil Nadu,2019,9,Sep,2019-09,317130.5,361628.6,271670.7,89957.8,0.33,Surplus,2403,2026,2802,ESTIMATED_ MODEL
478,C040,Banana,Fruit,Tamil Nadu,2019,10,Oct,2019-10,307571.6,352189.1,298837.8,53351.3,0.18,Surplus,2498,2234,2839,ESTIMATED_ MODEL
479,C040,Banana,Fruit,Tamil Nadu,2019,11,Nov,2019-11,309969.2,354556.8,271670.7,82886.0,0.31,Surplus,2375,1947,2928,ESTIMATED_ MODEL
480,C040,Banana,Fruit,Tamil Nadu,2019,12,Dec,2019-12,344652.5,388806.6,271670.7,117135.8,0.43,Surplus,2407,1994,2942,ESTIMATED_ MODEL
481,C041,Guava,Fruit,Tamil Nadu,2019,1,Jan,2019-01,15597.8,16994.4,13851.9,3142.5,0.23,Surplus,2951,2374,3319,ESTIMATED_ MODEL
482,C041,Guava,Fruit,Tamil Nadu,2019,2,Feb,2019-02,15727.9,17123.4,13851.9,3271.5,0.24,Surplus,2803,2446,3428,ESTIMATED_ MODEL
483,C041,Guava,Fruit,Tamil Nadu,2019,3,Mar,2019-03,14529.9,15935.4,13851.9,2083.4,0.15,Surplus,2856,2429,3502,ESTIMATED_ MODEL
484,C041,Guava,Fruit,Tamil Nadu,2019,4,Apr,2019-04,15433.4,16831.4,13851.9,2979.4,0.22,Surplus,2920,2494,3471,ESTIMATED_ MODEL
485,C041,Guava,Fruit,Tamil Nadu,2019,5,May,2019-05,14904.2,16306.6,13851.9,2454.6,0.18,Surplus,2897,2404,3432,ESTIMATED_ MODEL
486,C041,Guava,Fruit,Tamil Nadu,2019,6,Jun,2019-06,15589.7,16986.4,13851.9,3134.4,0.23,Surplus,2907,2580,3476,ESTIMATED_ MODEL
487,C041,Guava,Fruit,Tamil Nadu,2019,7,Jul,2019-07,15385.7,16784.1,13851.9,2932.1,0.21,Surplus,2927,2388,3422,ESTIMATED_ MODEL
488,C041,Guava,Fruit,Tamil Nadu,2019,8,Aug,2019-08,15471.9,16869.5,13851.9,3017.6,0.22,Surplus,2790,2300,3373,ESTIMATED_ MODEL
489,C041,Guava,Fruit,Tamil Nadu,2019,9,Sep,2019-09,15255.7,16655.2,13851.9,2803.2,0.2,Surplus,2972,2407,3448,ESTIMATED_ MODEL
490,C041,Guava,Fruit,Tamil Nadu,2019,10,Oct,2019-10,14395.4,15802.1,13851.9,1950.1,0.14,Surplus,2965,2433,3509,ESTIMATED_ MODEL
491,C041,Guava,Fruit,Tamil Nadu,2019,11,Nov,2019-11,15056.0,16457.1,13851.9,2605.2,0.19,Surplus,2932,2526,3308,ESTIMATED_ MODEL
492,C041,Guava,Fruit,Tamil Nadu,2019,12,Dec,2019-12,15846.0,17240.6,13851.9,3388.6,0.24,Surplus,2840,2494,3360,ESTIMATED_ MODEL
493,C042,Mango,Fruit,Tamil Nadu,2019,1,Jan,2019-01,0.0,6723.3,55892.8,-49169.5,-0.88,Shortag e,4766,3884,5461,ESTIMATED_ MODEL
494,C042,Mango,Fruit,Tamil Nadu,2019,2,Feb,2019-02,138482.3,144051.6,55892.8,88158.9,1.58,Surplus,3340,3005,3859,ESTIMATED_ MODEL
495,C042,Mango,Fruit,Tamil Nadu,2019,3,Mar,2019-03,126789.3,132456.0,55892.8,76563.3,1.37,Surplus,3363,2933,4147,ESTIMATED_ MODEL
496,C042,Mango,Fruit,Tamil Nadu,2019,4,Apr,2019-04,138236.5,143807.9,55892.8,87915.1,1.57,Surplus,3270,2744,3800,ESTIMATED_ MODEL
497,C042,Mango,Fruit,Tamil Nadu,2019,5,May,2019-05,129482.9,135127.2,55892.8,79234.5,1.42,Surplus,3396,2718,4051,ESTIMATED_ MODEL
498,C042,Mango,Fruit,Tamil Nadu,2019,6,Jun,2019-06,141658.0,147200.8,55892.8,91308.0,1.63,Surplus,3171,2789,3533,ESTIMATED_ MODEL
499,C042,Mango,Fruit,Tamil Nadu,2019,7,Jul,2019-07,132149.0,137771.1,55892.8,81878.3,1.46,Surplus,3338,2831,3994,ESTIMATED_ MODEL
500,C042,Mango,Fruit,Tamil Nadu,2019,8,Aug,2019-08,0.0,6723.3,55892.8,-49169.5,-0.88,Shortag e,4699,4032,5565,ESTIMATED_ MODEL
501,C042,Mango,Fruit,Tamil Nadu,2019,9,Sep,2019-09,0.0,6723.3,55892.8,-49169.5,-0.88,Shortag e,4826,4152,5798,ESTIMATED_ MODEL
502,C042,Mango,Fruit,Tamil Nadu,2019,10,Oct,2019-10,0.0,6723.3,55892.8,-49169.5,-0.88,Shortag e,4888,4042,5982,ESTIMATED_ MODEL
503,C042,Mango,Fruit,Tamil Nadu,2019,11,Nov,2019-11,0.0,6723.3,55892.8,-49169.5,-0.88,Shortag e,4810,3885,5333,ESTIMATED_ MODEL
504,C042,Mango,Fruit,Tamil Nadu,2019,12,Dec,2019-12,0.0,6723.3,55892.8,-49169.5,-0.88,Shortag e,4768,4189,5751,ESTIMATED_ MODEL
505,C043,Pomegranate,Fruit,Tamil Nadu,2019,1,Jan,2019-01,5192.9,6619.0,4793.5,1825.5,0.38,Surplus,7176,6198,8740,ESTIMATED_ MODEL
506,C043,Pomegranate,Fruit,Tamil Nadu,2019,2,Feb,2019-02,5145.0,6572.3,4793.5,1778.8,0.37,Surplus,7048,5928,8641,ESTIMATED_ MODEL
507,C043,Pomegranate,Fruit,Tamil Nadu,2019,3,Mar,2019-03,4962.9,6394.8,4793.5,1601.3,0.33,Surplus,7213,6183,8570,ESTIMATED_ MODEL
508,C043,Pomegranate,Fruit,Tamil Nadu,2019,4,Apr,2019-04,5075.3,6504.4,4793.5,1710.9,0.36,Surplus,7095,5933,8161,ESTIMATED_ MODEL
509,C043,Pomegranate,Fruit,Tamil Nadu,2019,5,May,2019-05,5141.1,6568.6,4793.5,1775.1,0.37,Surplus,7007,5623,8582,ESTIMATED_ MODEL
510,C043,Pomegranate,Fruit,Tamil Nadu,2019,6,Jun,2019-06,4926.3,6359.1,4793.5,1565.6,0.33,Surplus,7171,6108,8209,ESTIMATED_ MODEL
511,C043,Pomegranate,Fruit,Tamil Nadu,2019,7,Jul,2019-07,5008.4,6439.2,4793.5,1645.7,0.34,Surplus,7458,6160,8684,ESTIMATED_ MODEL
512,C043,Pomegranate,Fruit,Tamil Nadu,2019,8,Aug,2019-08,5243.2,6668.1,4793.5,1874.6,0.39,Surplus,7372,6518,8315,ESTIMATED_ MODEL
513,C043,Pomegranate,Fruit,Tamil Nadu,2019,9,Sep,2019-09,5328.7,6751.5,4793.5,1958.0,0.41,Surplus,7320,6191,8582,ESTIMATED_ MODEL
514,C043,Pomegranate,Fruit,Tamil Nadu,2019,10,Oct,2019-10,5492.1,6910.7,4793.5,2117.2,0.44,Surplus,6974,5636,8434,ESTIMATED_ MODEL
515,C043,Pomegranate,Fruit,Tamil Nadu,2019,11,Nov,2019-11,5451.5,6871.2,4793.5,2077.7,0.43,Surplus,7151,6033,8648,ESTIMATED_ MODEL
516,C043,Pomegranate,Fruit,Tamil Nadu,2019,12,Dec,2019-12,5270.8,6695.0,4793.5,1901.5,0.4,Surplus,7316,5969,8718,ESTIMATED_ MODEL
517,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,1,Jan,2019-01,11770.5,12809.0,10568.9,2240.0,0.21,Surplus,2871,2520,3186,ESTIMATED_ MODEL
518,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,2,Feb,2019-02,11641.1,12680.6,10568.9,2111.7,0.2,Surplus,2883,2316,3199,ESTIMATED_ MODEL
519,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,3,Mar,2019-03,12051.9,13088.0,10568.9,2519.1,0.24,Surplus,2941,2393,3470,ESTIMATED_ MODEL
520,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,4,Apr,2019-04,10834.9,11881.1,10568.9,1312.2,0.12,Surplus,2903,2423,3586,ESTIMATED_ MODEL
521,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,5,May,2019-05,10818.6,11864.9,10568.9,1296.0,0.12,Surplus,2834,2456,3528,ESTIMATED_ MODEL
522,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,6,Jun,2019-06,11127.2,12171.0,10568.9,1602.1,0.15,Surplus,2918,2607,3232,ESTIMATED_ MODEL
523,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,7,Jul,2019-07,11099.2,12143.2,10568.9,1574.2,0.15,Surplus,2894,2390,3500,ESTIMATED_ MODEL
524,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,8,Aug,2019-08,11079.0,12123.2,10568.9,1554.2,0.15,Surplus,2995,2473,3588,ESTIMATED_ MODEL
525,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,9,Sep,2019-09,11982.9,13019.6,10568.9,2450.6,0.23,Surplus,2817,2413,3295,ESTIMATED_ MODEL
526,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,10,Oct,2019-10,11082.5,12126.7,10568.9,1557.7,0.15,Surplus,2993,2576,3449,ESTIMATED_ MODEL
527,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,11,Nov,2019-11,11113.2,12157.1,10568.9,1588.2,0.15,Surplus,2839,2314,3218,ESTIMATED_ MODEL
528,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2019,12,Dec,2019-12,11781.5,12819.9,10568.9,2250.9,0.21,Surplus,2835,2509,3357,ESTIMATED_ MODEL
529,C045,Turmeric,Spice,Tamil Nadu,2019,1,Jan,2019-01,14935.3,21196.9,8449.4,12747.5,1.51,Surplus,7866,6674,8848,ESTIMATED_ MODEL
530,C045,Turmeric,Spice,Tamil Nadu,2019,2,Feb,2019-02,16335.9,22504.1,8449.4,14054.7,1.66,Surplus,7927,7016,9516,ESTIMATED_ MODEL
531,C045,Turmeric,Spice,Tamil Nadu,2019,3,Mar,2019-03,16077.8,22263.3,8449.4,13813.9,1.63,Surplus,7675,6456,9192,ESTIMATED_ MODEL
532,C045,Turmeric,Spice,Tamil Nadu,2019,4,Apr,2019-04,14846.8,21114.3,8449.4,12664.9,1.5,Surplus,7934,6396,9337,ESTIMATED_ MODEL
533,C045,Turmeric,Spice,Tamil Nadu,2019,5,May,2019-05,16049.7,22237.0,8449.4,13787.6,1.63,Surplus,7890,6675,8741,ESTIMATED_ MODEL
534,C045,Turmeric,Spice,Tamil Nadu,2019,6,Jun,2019-06,15741.0,21948.9,8449.4,13499.5,1.6,Surplus,7930,6504,9031,ESTIMATED_ MODEL
535,C045,Turmeric,Spice,Tamil Nadu,2019,7,Jul,2019-07,0.0,7257.3,8449.4,-1192.1,-0.14,Shortag e,10210,8505,12390,ESTIMATED_ MODEL
536,C045,Turmeric,Spice,Tamil Nadu,2019,8,Aug,2019-08,0.0,7257.3,8449.4,-1192.1,-0.14,Shortag e,10427,8555,12843,ESTIMATED_ MODEL
537,C045,Turmeric,Spice,Tamil Nadu,2019,9,Sep,2019-09,0.0,7257.3,8449.4,-1192.1,-0.14,Shortag e,10648,9445,12094,ESTIMATED_ MODEL
538,C045,Turmeric,Spice,Tamil Nadu,2019,10,Oct,2019-10,0.0,7257.3,8449.4,-1192.1,-0.14,Shortag e,10386,9331,12627,ESTIMATED_ MODEL
539,C045,Turmeric,Spice,Tamil Nadu,2019,11,Nov,2019-11,0.0,7257.3,8449.4,-1192.1,-0.14,Shortag e,10126,8167,11843,ESTIMATED_ MODEL
540,C045,Turmeric,Spice,Tamil Nadu,2019,12,Dec,2019-12,14873.2,21138.9,8449.4,12689.5,1.5,Surplus,8152,6961,9576,ESTIMATED_ MODEL
541,C046,Ginger,Spice,Tamil Nadu,2019,1,Jan,2019-01,14837.7,18262.5,8981.0,9281.6,1.03,Surplus,4399,3773,5257,ESTIMATED_ MODEL
542,C046,Ginger,Spice,Tamil Nadu,2019,2,Feb,2019-02,15126.6,18541.8,8981.0,9560.9,1.06,Surplus,4376,3674,5415,ESTIMATED_ MODEL
543,C046,Ginger,Spice,Tamil Nadu,2019,3,Mar,2019-03,14354.7,17795.6,8981.0,8814.7,0.98,Surplus,4359,3556,5250,ESTIMATED_ MODEL
544,C046,Ginger,Spice,Tamil Nadu,2019,4,Apr,2019-04,15045.4,18463.3,8981.0,9482.3,1.06,Surplus,4382,3644,5383,ESTIMATED_ MODEL
545,C046,Ginger,Spice,Tamil Nadu,2019,5,May,2019-05,0.0,3919.4,8981.0,-5061.6,-0.56,Shortag e,5655,4680,7055,ESTIMATED_ MODEL
546,C046,Ginger,Spice,Tamil Nadu,2019,6,Jun,2019-06,0.0,3919.4,8981.0,-5061.6,-0.56,Shortag e,5421,4446,6113,ESTIMATED_ MODEL
547,C046,Ginger,Spice,Tamil Nadu,2019,7,Jul,2019-07,0.0,3919.4,8981.0,-5061.6,-0.56,Shortag e,5651,4891,6345,ESTIMATED_ MODEL
548,C046,Ginger,Spice,Tamil Nadu,2019,8,Aug,2019-08,0.0,3919.4,8981.0,-5061.6,-0.56,Shortag e,5512,4749,6133,ESTIMATED_ MODEL
549,C046,Ginger,Spice,Tamil Nadu,2019,9,Sep,2019-09,15375.5,18782.3,8981.0,9801.4,1.09,Surplus,4382,3857,5152,ESTIMATED_ MODEL
550,C046,Ginger,Spice,Tamil Nadu,2019,10,Oct,2019-10,14046.0,17497.2,8981.0,8516.2,0.95,Surplus,4517,3802,5636,ESTIMATED_ MODEL
551,C046,Ginger,Spice,Tamil Nadu,2019,11,Nov,2019-11,14604.5,18037.1,8981.0,9056.1,1.01,Surplus,4379,3781,4927,ESTIMATED_ MODEL
552,C046,Ginger,Spice,Tamil Nadu,2019,12,Dec,2019-12,14191.7,17638.0,8981.0,8657.1,0.96,Surplus,4479,3775,5036,ESTIMATED_ MODEL
553,C047,Coriander,Herb/spic e,Tamil Nadu,2019,1,Jan,2019-01,7205.4,7536.4,6617.5,918.9,0.14,Surplus,2492,2198,2913,ESTIMATED_ MODEL
554,C047,Coriander,Herb/spic e,Tamil Nadu,2019,2,Feb,2019-02,7177.6,7508.7,6617.5,891.2,0.13,Surplus,2476,2103,3032,ESTIMATED_ MODEL
555,C047,Coriander,Herb/spic e,Tamil Nadu,2019,3,Mar,2019-03,7342.4,7672.8,6617.5,1055.3,0.16,Surplus,2463,2013,2973,ESTIMATED_ MODEL
556,C047,Coriander,Herb/spic e,Tamil Nadu,2019,4,Apr,2019-04,7489.1,7818.9,6617.5,1201.4,0.18,Surplus,2530,2049,2874,ESTIMATED_ MODEL
557,C047,Coriander,Herb/spic e,Tamil Nadu,2019,5,May,2019-05,6793.0,7125.7,6617.5,508.2,0.08,Balance d,2465,2058,2879,ESTIMATED_ MODEL
558,C047,Coriander,Herb/spic e,Tamil Nadu,2019,6,Jun,2019-06,7352.8,7683.2,6617.5,1065.7,0.16,Surplus,2526,2185,3014,ESTIMATED_ MODEL
559,C047,Coriander,Herb/spic e,Tamil Nadu,2019,7,Jul,2019-07,6885.7,7218.1,6617.5,600.6,0.09,Balance d,2492,2203,2918,ESTIMATED_ MODEL
560,C047,Coriander,Herb/spic e,Tamil Nadu,2019,8,Aug,2019-08,7461.5,7791.5,6617.5,1174.0,0.18,Surplus,2555,2206,2859,ESTIMATED_ MODEL
561,C047,Coriander,Herb/spic e,Tamil Nadu,2019,9,Sep,2019-09,7428.0,7758.1,6617.5,1140.6,0.17,Surplus,2511,2090,3020,ESTIMATED_ MODEL
562,C047,Coriander,Herb/spic e,Tamil Nadu,2019,10,Oct,2019-10,7189.1,7520.2,6617.5,902.7,0.14,Surplus,2431,1988,2987,ESTIMATED_ MODEL
563,C047,Coriander,Herb/spic e,Tamil Nadu,2019,11,Nov,2019-11,7334.5,7665.0,6617.5,1047.5,0.16,Surplus,2447,2163,2795,ESTIMATED_ MODEL
564,C047,Coriander,Herb/spic e,Tamil Nadu,2019,12,Dec,2019-12,6994.7,7326.6,6617.5,709.1,0.11,Surplus,2530,2200,2978,ESTIMATED_ MODEL
565,C048,Curry Leaf,Leaf crop,Tamil Nadu,2019,1,Jan,2019-01,2898.3,3038.0,2776.7,261.2,0.09,Balance d,2943,2387,3435,ESTIMATED_ MODEL
